Name,Pos,City,State,Height,Weight,Stars,Grade,University,Pos_rank,Reg_rank,State_rank,Year,Team, Reg_rank, State_rank
Carter Warren,OT,Wayne,NJ,6'6'',321,,80,Pittsburgh,42,,,2017,Pittsburgh,,
Michael Smith,WR,Vero Beach,FL,6'1'',200,,79,Pittsburgh,77,,,2017,Pittsburgh,,
Charles Reeves,TE-H,Steubenville,OH,6'5'',235,,78,Pittsburgh,10,,,2017,Pittsburgh,,
Darian Street,WR,Bethlehem,PA,6'2'',168,,78,Pittsburgh,101,77,12,2017,Pittsburgh,,
Albert Tucker Jr.,S,Fort Lauderdale,FL,6'1'',190,,78,Pittsburgh,39,306,111,2017,Pittsburgh,,
Dontavius Butler,WR,Plantation,FL,6'2'',199,,78,Pittsburgh,107,,,2017,Pittsburgh,,
Carson Van Lynn,OT,Worthington,OH,6'6'',240,,77,Pittsburgh,61,,,2017,Pittsburgh,,
Kenny Pickett,QB-DTOakhurst,NJ,6'3'',193,77,,Pittsburgh,,25,,,2017,Pittsburgh,,
Deslin Alexandre,DE,Deerfield Beach,FL,6'4'',230,,76,Pittsburgh,85,,,2017,Pittsburgh,,
Kyle Nunn,S,Findlay,OH,6'3'',196,,75,Pittsburgh,107,,,2017,Pittsburgh,,
Gabe Houy,OT,Upper Saint Clair,PA,6'5'',265,,75,Pittsburgh,,,,2017,Pittsburgh,,
Owen Drexel,OC,Montclair,NJ,6'3'',270,,74,Pittsburgh,13,,,2017,Pittsburgh,,
Kirk Christodoulou,K,Melbourne,AUS,6'1'',210,,74,Pittsburgh,29,4,1,2017,Pittsburgh,,
Damarri Mathis,CB,Lakeland,FL,5'11'',176,,74,Pittsburgh,97,531,201,2017,Pittsburgh,,
Grant Carrigan,TE-Y,Gibsonia,PA,6'8'',247,,74,Pittsburgh,20,,,2017,Pittsburgh,,
Tyler Sear,TE-Y,New Castle,PA,6'4'',250,,74,Pittsburgh,37,152,21,2017,Pittsburgh,,
Cameron Bright,OLB,Montgomery,AL,6'1'',210,,72,Pittsburgh,101,651,55,2017,Pittsburgh,,
Jason Pinnock,CB,Windsor,CT,6'0'',190,,66,Pittsburgh,146,,,2017,Pittsburgh,,
Cal Adomitis,LS,Pittsburgh,PA,,210,,NR,Pittsburgh,,,,2017,Pittsburgh,,
Kamonte Carter,DE (JC),Gaithersburg,MD,6'4'',295,,NR,Pittsburgh,NR,NR,NR,2017,Pittsburgh,,
Max Browne,QB-PP (TR),Sammamish,WA,6'5'',220,,TR,Pittsburgh,,,,2017,Pittsburgh,,
Shocky Jacques-Louis,ATH,Fort Myers,FL,6'0'',168,79.0,Pittsburgh,,40,220,86,2018,Pittsburgh,,
Chase Brown,OG,Ashburn,VA,6'5'',310,79.0,Pittsburgh,,4,,,2018,Pittsburgh,,
Tyler Bentley,DT,West Chester,OH,6'3'',307,79.0,Pittsburgh,,,,,2018,Pittsburgh,,
Blake Zubovic,OG,Belle Vernon,PA,6'5'',295,79.0,Pittsburgh,,29,,,2018,Pittsburgh,,
John Morgan,DE,Hyattsville,MD,6'2'',248,78.0,Pittsburgh,,59,,,2018,Pittsburgh,,
Jake Kradel,OG,Butler,PA,6'4'',292,78.0,Pittsburgh,,35,,,2018,Pittsburgh,,
Devin Danielson,DT,Jefferson Hills,PA,6'3'',280,78.0,Pittsburgh,,56,79,18,2018,Pittsburgh,,
Mychale Salahuddin,RB,Washington,DC,5'10'',193,78.0,Pittsburgh,,33,87,9,2018,Pittsburgh,,
Habakkuk Baldonado,DE,Clearwater,FL,6'4'',230,77.0,Pittsburgh,,379,85,141,2018,Pittsburgh,,
David Green,DT,Pittsburgh,PA,6'1'',253,77.0,Pittsburgh,,70,103,23,2018,Pittsburgh,,
Nick Patti,QB,Montvale,NJ,6'3'',194,76.0,Pittsburgh,,47,115,23,2018,Pittsburgh,,
Marquis Williams,CB,Fort Lauderdale,FL,5'9'',165,76.0,Pittsburgh,,442,,,2018,Pittsburgh,,
Ricky Town,QB,,,6'4'',210,76.0,Pittsburgh,,2,,,2018,Pittsburgh,,
Cameron ONeil,WR,Phenix City,AL,6'2'',186,75.0,Pittsburgh,,184,,,2018,Pittsburgh,,
Judson Tallandier,CB,Hyattsville,MD,6'2'',176,75.0,Pittsburgh,,91,,,2018,Pittsburgh,,
V'Lique Carter,CB,West Palm Beach,FL,5'9'',168,75.0,Pittsburgh,,112,137,28,2018,Pittsburgh,,
Kaymar Mimes,DE,Long Branch,NJ,6'4'',230,75.0,Pittsburgh,,124,,,2018,Pittsburgh,,
Noah Palmer,DE,Jefferson Hills,PA,6'4'',220,74.0,Pittsburgh,,81,143,23,2018,Pittsburgh,,
