Name,Pos,City,State,Height,Weight,Stars,Grade,University,Pos_rank, Reg_rank, State_rank,Year,Team,Reg_rank,State_rank
Jewett Hayes,OLB,Cincinnati,OH,6'4'',190,,76.0,Virginia,93,152,53,2024,Virginia,,
Tyler Simmons,DT,Windermere,FL,6'4'',260,,76.0,Virginia,, None,79,2024,Virginia,,
KeShawn Adams,S,Avon,CT,6'0'',190,,76.0,Virginia,118,167,9,2024,Virginia,,
Benjamin York,OT,Burke,VA,6'5'',285,,76.0,Virginia,128,171,34,2024,Virginia,,
Myles Brown,OLB,Columbia,SC,6'3'',200,,75.0,Virginia,98,,,2024,Virginia,,
John Rogers,TE-Y,Alexandria,VA,6'5'',210,,74.0,Virginia,40,,,2024,Virginia,,
Chase Morrison,DE,Roswell,GA,6'4'',250,,74.0,Virginia,164,,,2024,Virginia,,
Ethan Minter,ATH,Chester,VA,6'1'',190,,74.0,Virginia,159,222,44,2024,Virginia,,
Max Pronzy,,Fayetteville,GA,5'11'',170,,,Virginia,,,,2024,Virginia,,
Chris Tyree,WR,Chester,VA,5'10'',192,,,Virginia,,,,2024,Virginia,,
